,Sentence_id,Word,POS,Tag
605812,,",",",",0
605813,,which,WDT,0
605814,,will,MD,0
605815,,include,VB,0
605816,,measures,NNS,0
605817,,for,IN,0
605818,,holding,VBG,0
605819,,accountable,JJ,0
605820,,those,DT,0
605821,,accused,VBN,0
605822,,of,IN,0
605823,,crimes,NNS,0
605824,,.,.,0
605825,34598.0,Security,NNP,15
605826,,Council,NNP,16
605827,,members,NNS,0
605828,,are,VBP,0
605829,,also,RB,0
605830,,considering,VBG,0
605831,,sending,VBG,0
605832,,peacekeepers,NNS,0
605833,,or,CC,0
605834,,imposing,VBG,0
605835,,sanctions,NNS,0
605836,,on,IN,0
605837,,Sudan,NNP,7
605838,,'s,POS,0
605839,,government,NN,0
605840,,.,.,0
605841,34599.0,Mr.,NNP,1
605842,,Annan,NNP,2
605843,,says,VBZ,0
605844,,U.N.,NNP,15
605845,,members,NNS,0
605846,,should,MD,0
605847,,back,VB,0
605848,,an,DT,0
605849,,African,NNP,7
605850,,Union,NNP,8
605851,,team,NN,0
605852,,monitoring,VBG,0
605853,,a,DT,0
605854,,cease-fire,NN,0
605855,,between,IN,0
605856,,pro-government,JJ,0
605857,,forces,NNS,0
605858,,and,CC,0
605859,,Darfur,NNP,13
605860,,rebels,NNS,0
605861,,.,.,0
605862,34600.0,Meantime,RB,13
605863,,",",",",0
605864,,the,DT,0
605865,,top,JJ,0
605866,,U.N.,NNP,15
605867,,humanitarian,JJ,0
605868,,official,NN,0
605869,,",",",",0
605870,,Jan,NNP,1
605871,,Egeland,NNP,2
605872,,",",",",0
605873,,says,VBZ,0
605874,,humanitarian,JJ,0
605875,,conditions,NNS,0
605876,,have,VBP,0
605877,,improved,VBN,0
605878,,in,IN,0
605879,,Darfur,NNP,13
605880,,",",",",0
605881,,despite,IN,0
605882,,continued,JJ,0
605883,,fighting,NN,0
605884,,.,.,0
605885,34601.0,The,DT,0
605886,,United,NNP,15
605887,,Nations,NNP,16
605888,,tribunal,NN,0
605889,,in,IN,0
605890,,The,DT,7
605891,,Hague,NNP,8
605892,,has,VBZ,0
605893,,given,VBN,0
605894,,Serbian,JJ,3
605895,,General,NNP,0
605896,,Sreten,NNP,1
605897,,Lukic,NNP,2
605898,,30,CD,13
605899,,days,NNS,0
605900,,to,TO,0
605901,,enter,VB,0
605902,,a,DT,0
605903,,plea,NN,0
605904,,to,TO,0
605905,,charges,NNS,0
605906,,of,IN,0
605907,,war,NN,0
605908,,crimes,NNS,0
605909,,in,IN,0
605910,,Kosovo,NNP,7
605911,,.,.,0
605912,34602.0,General,NNP,0
605913,,Lukic,NNP,1
605914,,",",",",0
605915,,who,WP,0
605916,,arrived,VBD,0
605917,,in,IN,0
605918,,The,DT,0
605919,,Hague,NNP,7
605920,,Monday,NNP,13
605921,,",",",",0
605922,,sought,VBD,0
605923,,the,DT,0
605924,,extra,JJ,0
605925,,time,NN,0
605926,,to,TO,0
605927,,permit,VB,0
605928,,a,DT,0
605929,,medical,JJ,0
605930,,examination,NN,0
605931,,following,VBG,0
605932,,vascular,JJ,0
605933,,surgery,NN,0
605934,,last,JJ,0
605935,,week,NN,0
605936,,.,.,0
605937,34603.0,The,DT,0
605938,,tribunal,NN,0
605939,,has,VBZ,0
605940,,indicted,VBN,0
605941,,General,NNP,15
605942,,Lukic,NNP,16
605943,,and,CC,0
605944,,three,CD,0
605945,,other,JJ,0
605946,,Serbian,JJ,3
605947,,generals,NNS,0
605948,,on,IN,0
605949,,charges,NNS,0
605950,,of,IN,0
605951,,war,NN,0
605952,,crimes,NNS,0
605953,,and,CC,0
605954,,crimes,NNS,0
605955,,against,IN,0
605956,,humanity,NN,0
605957,,against,IN,0
605958,,Kosovo,NNP,7
605959,,Albanians,NNS,3
605960,,in,IN,0
605961,,1999,CD,13
605962,,.,.,0
605963,34604.0,One,CD,0
605964,,of,IN,0
605965,,the,DT,0
605966,,three,CD,0
605967,,has,VBZ,0
605968,,surrendered,VBN,0
605969,,voluntarily,RB,0
605970,,",",",",0
605971,,the,DT,0
605972,,two,CD,0
605973,,others,NNS,0
605974,,are,VBP,0
605975,,in,IN,0
605976,,hiding,NN,0
605977,,.,.,0
605978,34606.0,The,DT,0
605979,,Serbian,JJ,3
605980,,government,NN,0
605981,,says,VBZ,0
605982,,it,PRP,0
605983,,has,VBZ,0
605984,,encouraged,VBN,0
605985,,war,NN,0
605986,,crimes,NNS,0
605987,,suspects,VBZ,0
605988,,to,TO,0
605989,,surrender,VB,0
605990,,to,TO,0
605991,,the,DT,0
605992,,tribunal,NN,0
605993,,.,.,0
605994,34607.0,Montevideo,NNP,7
605995,,",",",",0
605996,,founded,VBN,0
605997,,by,IN,0
605998,,the,DT,0
605999,,Spanish,JJ,3
606000,,in,IN,0
606001,,1726,CD,13
606002,,as,IN,0
606003,,a,DT,0
606004,,military,JJ,0
606005,,stronghold,NN,0
606006,,",",",",0
606007,,soon,RB,0
606008,,took,VBD,0
606009,,advantage,NN,0
606010,,of,IN,0
606011,,its,PRP$,0
606012,,natural,JJ,0
606013,,harbor,NN,0
606014,,to,TO,0
606015,,become,VB,0
606016,,an,DT,0
606017,,important,JJ,0
606018,,commercial,JJ,0
606019,,center,NN,0
606020,,.,.,0
606021,34608.0,Claimed,VBN,0
606022,,by,IN,0
606023,,Argentina,NNP,7
606024,,but,CC,0
606025,,annexed,VBN,0
606026,,by,IN,0
606027,,Brazil,NNP,7
606028,,in,IN,0
606029,,1821,CD,13
606030,,",",",",0
606031,,Uruguay,NNP,15
606032,,declared,VBD,0
606033,,its,PRP$,0
606034,,independence,NN,0
606035,,four,CD,13
606036,,years,NNS,0
606037,,later,RB,13
606038,,and,CC,0
606039,,secured,VBN,0
606040,,its,PRP$,0
606041,,freedom,NN,0
606042,,in,IN,0
606043,,1828,CD,13
606044,,after,IN,0
606045,,a,DT,0
606046,,three-year,JJ,13
606047,,struggle,NN,0
606048,,.,.,0
606049,34609.0,The,DT,0
606050,,administrations,NNS,0
606051,,of,IN,0
606052,,President,NNP,1
606053,,Jose,NNP,2
606054,,BATLLE,NNP,2
606055,,in,IN,0
606056,,the,DT,0
606057,,early,JJ,0
606058,,20th,JJ,13
606059,,century,NN,14
606060,,established,VBD,0
606061,,widespread,JJ,0
606062,,political,JJ,0
606063,,",",",",0
606064,,social,JJ,0
606065,,",",",",0
606066,,and,CC,0
606067,,economic,JJ,0
606068,,reforms,NNS,0
606069,,that,WDT,0
606070,,established,VBD,0
606071,,a,DT,0
606072,,statist,JJ,0
606073,,tradition,NN,0
606074,,.,.,0
606075,34610.0,A,DT,0
606076,,violent,JJ,0
606077,,Marxist,JJ,0
606078,,urban,JJ,0
606079,,guerrilla,NN,0
606080,,movement,NN,0
606081,,named,VBD,0
606082,,the,DT,0
606083,,Tupamaros,NNPS,7
606084,,",",",",0
606085,,launched,VBN,0
606086,,in,IN,0
606087,,the,DT,0
606088,,late,JJ,0
606089,,1960s,NNS,13
606090,,",",",",0
606091,,led,VBD,0
606092,,Uruguay,NNP,15
606093,,'s,POS,0
606094,,president,NN,0
606095,,to,TO,0
606096,,cede,VB,0
606097,,control,NN,0
606098,,of,IN,0
606099,,the,DT,0
606100,,government,NN,0
606101,,to,TO,0
606102,,the,DT,0
606103,,military,NN,0
606104,,in,IN,0
606105,,1973,CD,13
606106,,.,.,0
606107,34611.0,By,IN,0
606108,,yearend,NN,0
606109,,",",",",0
606110,,the,DT,0
606111,,rebels,NNS,0
606112,,had,VBD,0
606113,,been,VBN,0
606114,,crushed,VBN,0
606115,,",",",",0
606116,,but,CC,0
606117,,the,DT,0
606118,,military,NN,0
606119,,continued,VBD,0
606120,,to,TO,0
606121,,expand,VB,0
606122,,its,PRP$,0
606123,,hold,NN,0
606124,,over,IN,0
606125,,the,DT,0
606126,,government,NN,0
606127,,.,.,0
606128,34612.0,Civilian,JJ,0
606129,,rule,NN,0
606130,,was,VBD,0
606131,,not,RB,0
606132,,restored,VBN,0
606133,,until,IN,0
606134,,1985,CD,13
606135,,.,.,0
606136,34613.0,In,IN,0
606137,,2004,CD,13
606138,,",",",",0
606139,,the,DT,0
606140,,left-of-center,NN,15
606141,,Frente,NNP,16
606142,,Amplio,NNP,16
606143,,Coalition,NNP,16
606144,,won,VBD,0
606145,,national,JJ,0
606146,,elections,NNS,0
606147,,that,IN,0
606148,,effectively,RB,0
606149,,ended,VBN,0
606150,,170,CD,13
606151,,years,NNS,0
606152,,of,IN,0
606153,,political,JJ,0
606154,,control,NN,0
606155,,previously,RB,0
606156,,held,VBN,0
606157,,by,IN,0
606158,,the,DT,0
606159,,Colorado,NNP,7
606160,,and,CC,0
606161,,Blanco,NNP,7
606162,,parties,NNS,0
606163,,.,.,0
606164,34614.0,Uruguay,NNP,15
606165,,'s,POS,0
606166,,political,JJ,0
606167,,and,CC,0
606168,,labor,NN,0
606169,,conditions,NNS,0
606170,,are,VBP,0
606171,,among,IN,0
606172,,the,DT,0
606173,,freest,JJS,0
606174,,on,IN,0
606175,,the,DT,0
606176,,continent,NN,0
606177,,.,.,0
606178,34615.0,The,DT,0
606179,,Cayman,NNP,15
606180,,Islands,NNP,16
606181,,were,VBD,0
606182,,colonized,VBN,0
606183,,from,IN,0
606184,,Jamaica,NNP,7
606185,,by,IN,0
606186,,the,DT,0
606187,,British,JJ,15
606188,,during,IN,0
606189,,the,DT,0
606190,,18th,JJ,13
606191,,and,CC,14
606192,,19th,JJ,14
606193,,centuries,NNS,0
606194,,and,CC,0
606195,,were,VBD,0
606196,,administered,VBN,0
606197,,by,IN,0
606198,,Jamaica,NNP,7
606199,,after,IN,0
606200,,1863,CD,13
606201,,.,.,0
606202,34619.0,Nevertheless,RB,0
606203,,",",",",0
606204,,overall,JJ,0
606205,,standard-of-living,JJ,0
606206,,measures,NNS,0
606207,,remain,VBP,0
606208,,near,JJ,0
606209,,levels,NNS,0
606210,,seen,VBN,0
606211,,prior,RB,0
606212,,to,TO,0
606213,,the,DT,0
606214,,start,NN,0
606215,,of,IN,0
606216,,the,DT,0
606217,,second,JJ,0
606218,,intifada,NN,0
606219,,in,IN,0
606220,,2000,CD,13
606221,,.,.,0
606222,34620.0,The,DT,0
606223,,almost,RB,0
606224,,decade-long,JJ,0
606225,,downturn,NN,0
606226,,largely,RB,0
606227,,has,VBZ,0
606228,,been,VBN,0
606229,,a,DT,0
606230,,result,NN,0
606231,,of,IN,0
606232,,Israeli,JJ,3
606233,,closure,NN,0
606234,,policies,NNS,0
606235,,-,IN,0
606236,,a,DT,0
606237,,steady,JJ,0
606238,,increase,NN,0
606239,,in,IN,0
606240,,movement,NN,0
606241,,and,CC,0
606242,,access,NN,0
606243,,restrictions,NNS,0
606244,,across,IN,0
606245,,the,DT,0
606246,,West,NNP,15
606247,,Bank,NNP,16
606248,,in,IN,0
606249,,response,NN,0
606250,,to,TO,0
606251,,Israeli,JJ,3
606252,,security,NN,0
606253,,concerns,NNS,0
606254,,which,WDT,0
606255,,have,VBP,0
606256,,disrupted,VBN,0
606257,,labor,NN,0
606258,,and,CC,0
606259,,trade,NN,0
606260,,flows,NNS,0
606261,,",",",",0
606262,,industrial,JJ,0
606263,,capacity,NN,0
606264,,",",",",0
606265,,and,CC,0
606266,,basic,JJ,0
606267,,commerce,NN,0
606268,,",",",",0
606269,,both,DT,0
606270,,external,JJ,0
606271,,and,CC,0
606272,,internal,JJ,0
606273,,.,.,0
606274,34621.0,Since,IN,0
606275,,2008,CD,13
606276,,",",",",0
606277,,the,DT,0
606278,,PA,NNP,15
606279,,under,IN,0
606280,,President,NNP,1
606281,,Mahmoud,NNP,2
606282,,ABBAS,NNP,2
606283,,and,CC,0
606284,,Prime,NNP,1
606285,,Minister,NNP,2
606286,,Salam,NNP,2
606287,,FAYYAD,NNP,2
606288,,has,VBZ,0
606289,,implemented,VBN,0
606290,,a,DT,0
606291,,largely,RB,0
606292,,successful,JJ,0
606293,,campaign,NN,0
606294,,of,IN,0
606295,,institutional,JJ,0
606296,,reforms,NNS,0
606297,,that,WDT,0
606298,,has,VBZ,0
606299,,contributed,VBN,0
606300,,to,TO,0
606301,,increased,VBN,0
606302,,security,NN,0
606303,,and,CC,0
606304,,economic,JJ,0
606305,,performance,NN,0
606306,,",",",",0
606307,,supported,VBN,0
606308,,by,IN,0
606309,,more,JJR,0
606310,,than,IN,0
606311,,$,$,0
606312,,3,CD,0
606313,,billion,CD,0
606314,,in,IN,0
606315,,direct,JJ,0
606316,,foreign,JJ,0
606317,,donor,NN,0
606318,,assistance,NN,0
606319,,to,TO,0
606320,,the,DT,0
606321,,PA,NNP,15
606322,,'s,POS,0
606323,,budget,NN,0
606324,,since,IN,13
606325,,2007,CD,14
606326,,.,.,0
606327,34622.0,An,DT,0
606328,,easing,NN,0
606329,,of,IN,0
606330,,some,DT,0
606331,,Israeli,JJ,3
606332,,restrictions,NNS,0
606333,,on,IN,0
606334,,West,NNP,15
606335,,Bank,NNP,16
606336,,movement,NN,0
606337,,and,CC,0
606338,,access,NN,0
606339,,since,IN,13
606340,,2008,CD,14
606341,,also,RB,0
606342,,has,VBZ,0
606343,,contributed,VBN,0
606344,,to,TO,0
606345,,an,DT,0
606346,,uptick,NN,0
606347,,in,IN,0
606348,,retail,JJ,0
606349,,activity,NN,0
606350,,in,IN,0
606351,,larger,JJR,0
606352,,cities,NNS,0
606353,,.,.,0
606354,34623.0,The,DT,0
606355,,biggest,JJS,0
606356,,impediments,NNS,0
606357,,to,TO,0
606358,,economic,JJ,0
606359,,improvements,NNS,0
606360,,in,IN,0
606361,,the,DT,0
606362,,West,NNP,15
606363,,Bank,NNP,16
606364,,remain,VBP,0
606365,,Palestinians,NNS,3
606366,,',POS,0
606367,,lack,NN,0
606368,,of,IN,0
606369,,access,NN,0
606370,,to,TO,0
606371,,land,NN,0
606372,,and,CC,0
606373,,resources,NNS,0
606374,,in,IN,0
606375,,Israeli-controlled,JJ,0
606376,,areas,NNS,0
606377,,",",",",0
606378,,import,NN,0
606379,,and,CC,0
606380,,export,NN,0
606381,,restrictions,NNS,0
606382,,",",",",0
606383,,and,CC,0
606384,,a,DT,0
606385,,high-cost,JJ,0
606386,,capital,NN,0
606387,,structure,NN,0
606388,,.,.,0
606389,34624.0,Absent,NNP,0
606390,,robust,JJ,0
606391,,private,JJ,0
606392,,sector,NN,0
606393,,growth,NN,0
606394,,",",",",0
606395,,the,DT,0
606396,,PA,NNP,15
606397,,will,MD,0
606398,,continue,VB,0
606399,,to,TO,0
606400,,rely,VB,0
606401,,heavily,RB,0
606402,,on,IN,0
606403,,donor,NN,0
606404,,aid,NN,0
606405,,for,IN,0
606406,,its,PRP$,0
606407,,budgetary,JJ,0
606408,,needs,NNS,0
606409,,.,.,0
606410,34625.0,The,DT,0
606411,,Indian,NNP,7
606412,,Ocean,NNP,8
606413,,is,VBZ,0
606414,,the,DT,0
606415,,third,JJ,0
606416,,largest,JJS,0
606417,,of,IN,0
606418,,the,DT,0
606419,,world,NN,0
606420,,'s,POS,0
606421,,five,CD,0
606422,,oceans,NNS,0
606423,,(,LRB,0
606424,,after,IN,0
606425,,the,DT,0
606426,,Pacific,NNP,7
606427,,Ocean,NNP,8
606428,,and,CC,0
606429,,Atlantic,NNP,7
606430,,Ocean,NNP,8
606431,,",",",",0
606432,,but,CC,0
606433,,larger,JJR,0
606434,,than,IN,0
606435,,the,DT,0
606436,,Southern,NNP,7
606437,,Ocean,NNP,8
606438,,and,CC,0
606439,,Arctic,NNP,7
606440,,Ocean,NNP,8
606441,,),RRB,0
606442,,.,.,0
606443,34626.0,Four,CD,0
606444,,critically,RB,0
606445,,important,JJ,0
606446,,access,NN,0
606447,,waterways,NNS,0
606448,,are,VBP,0
606449,,the,DT,0
606450,,Suez,NNP,15
606451,,Canal,NNP,16
606452,,(,LRB,0
606453,,Egypt,NNP,15
606454,,),RRB,0
606455,,",",",",0
606456,,Bab,NNP,1
606457,,el,NNP,2
606458,,Mandeb,NNP,2
606459,,(,LRB,0
606460,,Djibouti-Yemen,NNP,1
606461,,),RRB,0
606462,,",",",",0
606463,,Strait,NNP,7
606464,,of,IN,0
606465,,Hormuz,NNP,7
606466,,(,LRB,0
606467,,Iran-Oman,NNP,0
606468,,),RRB,0
606469,,",",",",0
606470,,and,CC,0
606471,,Strait,NNP,7
606472,,of,IN,0
606473,,Malacca,NNP,7
606474,,(,LRB,0
606475,,Indonesia-Malaysia,NNP,7
606476,,),RRB,0
606477,,.,.,0
606478,34627.0,The,DT,0
606479,,decision,NN,0
606480,,by,IN,0
606481,,the,DT,0
606482,,International,NNP,15
606483,,Hydrographic,NNP,16
606484,,Organization,NNP,16
606485,,in,IN,0
606486,,the,DT,0
606487,,spring,NN,13
606488,,of,IN,14
606489,,2000,CD,14
606490,,to,TO,0
606491,,delimit,VB,0
606492,,a,DT,0
606493,,fifth,JJ,0
606494,,ocean,NN,0
606495,,",",",",0
606496,,the,DT,0
606497,,Southern,NNP,7
606498,,Ocean,NNP,8
606499,,",",",",0
606500,,removed,VBD,0
606501,,the,DT,0
606502,,portion,NN,0
606503,,of,IN,0
606504,,the,DT,0
606505,,Indian,NNP,7
606506,,Ocean,NNP,8
606507,,south,NN,0
606508,,of,IN,0
606509,,60,CD,0
606510,,degrees,NNS,0
606511,,south,JJ,0
606512,,latitude,NN,0
606513,,.,.,0
606514,34628.0,SOME,DT,0
606515,,CRANES,NNS,0
606516,,made,VBD,0
606517,,their,PRP$,0
606518,,feeding,NN,0
606519,,grounds,NNS,0
606520,,on,IN,0
606521,,some,DT,0
606522,,plowlands,NNS,0
606523,,newly,RB,0
606524,,sown,VBN,0
606525,,with,IN,0
606526,,wheat,NN,0
606527,,.,.,0
606528,34630.0,The,DT,0
606529,,Farmer,NNP,13
606530,,",",",",0
606531,,on,IN,0
606532,,seeing,VBG,0
606533,,this,DT,0
606534,,",",",",0
606535,,charged,VBD,0
606536,,his,PRP$,0
606537,,sling,VBG,0
606538,,with,IN,0
606539,,stones,NNS,0
606540,,",",",",0
606541,,and,CC,0
606542,,killed,VBD,0
606543,,a,DT,0
606544,,great,JJ,0
606545,,number,NN,0
606546,,.,.,0
606547,34631.0,The,DT,0
606548,,remaining,VBG,0
606549,,birds,NNS,0
606550,,at,IN,0
606551,,once,RB,0
606552,,forsook,VB,0
606553,,his,PRP$,0
606554,,fields,NNS,0
606555,,",",",",0
606556,,crying,VBG,0
606557,,to,TO,0
606558,,each,DT,0
606559,,other,NN,0
606560,,",",",",0
606561,,"""",``,0
606562,,It,PRP,0
606563,,is,VBZ,0
606564,,time,NN,0
606565,,for,IN,0
606566,,us,PRP,0
606567,,to,TO,0
606568,,be,VB,0
606569,,off,RB,0
606570,,to,TO,0
606571,,Liliput,NNP,7
606572,,:,IN,0
606573,,for,IN,0
606574,,this,DT,0
606575,,man,NN,0
606576,,is,VBZ,0
606577,,no,RB,0
606578,,longer,RB,0
606579,,content,JJ,0
606580,,to,TO,0
606581,,scare,VB,0
606582,,us,PRP,0
606583,,",",",",0
606584,,but,CC,0
606585,,begins,VBZ,0
606586,,to,TO,0
606587,,show,VB,0
606588,,us,PRP,0
606589,,in,IN,0
606590,,earnest,JJ,0
606591,,what,WP,0
606592,,he,PRP,0
606593,,can,MD,0
606594,,do,VB,0
606595,,.,.,0
606596,,"""",``,0
606597,34632.0,If,IN,0
606598,,words,NNS,0
606599,,suffice,VBP,0
606600,,not,RB,0
606601,,",",",",0
606602,,blows,NNS,0
606603,,must,MD,0
606604,,follow,VB,0
606605,,.,.,0
606606,34633.0,A,DT,0
606607,,VERY,RB,0
606608,,HUNGRY,JJ,0
606609,,FOX,NN,0
606610,,",",",",0
606611,,seeing,VBG,0
606612,,some,DT,0
606613,,bread,NN,0
606614,,and,CC,0
606615,,meat,NN,0
606616,,left,VBN,0
606617,,by,IN,0
606618,,shepherds,NNS,0
606619,,in,IN,0
606620,,the,DT,0
606621,,hollow,NN,0
606622,,of,IN,0
606623,,an,DT,0
606624,,oak,NN,0
606625,,",",",",0
606626,,crept,VBD,0
606627,,into,IN,0
606628,,the,DT,0
606629,,hole,NN,0
606630,,and,CC,0
606631,,made,VBD,0
606632,,a,DT,0
606633,,hearty,JJ,0
606634,,meal,NN,0
606635,,.,.,0
606636,34634.0,When,WRB,0
606637,,he,PRP,0
606638,,finished,VBD,0
606639,,",",",",0
606640,,he,PRP,0
606641,,was,VBD,0
606642,,so,RB,0
606643,,full,JJ,0
606644,,that,IN,0
606645,,he,PRP,0
606646,,was,VBD,0
606647,,not,RB,0
606648,,able,JJ,0
606649,,to,TO,0
606650,,get,VB,0
606651,,out,RP,0
606652,,",",",",0
606653,,and,CC,0
606654,,began,VBD,0
606655,,to,TO,0
606656,,groan,VB,0
606657,,and,CC,0
606658,,lament,VB,0
606659,,his,PRP$,0
606660,,fate,NN,0
606661,,.,.,0
606662,34635.0,Another,DT,0
606663,,Fox,NN,0
606664,,passing,VBG,0
606665,,by,IN,0
606666,,heard,VBD,0
606667,,his,PRP$,0
606668,,cries,NNS,0
606669,,",",",",0
606670,,and,CC,0
606671,,coming,VBG,0
606672,,up,RB,0
606673,,",",",",0
606674,,inquired,VBD,0
606675,,the,DT,0
606676,,cause,NN,0
606677,,of,IN,0
606678,,his,PRP$,0
606679,,complaining,VBG,0
606680,,.,.,0
606681,34637.0,AN,DT,0
606682,,Orator,NN,0
606683,,afflicted,VBD,0
606684,,with,IN,0
606685,,atrophy,NN,0
606686,,of,IN,0
606687,,the,DT,0
606688,,organ,NN,0
606689,,of,IN,0
606690,,common-sense,NN,0
606691,,rose,VBD,0
606692,,in,IN,0
606693,,his,PRP$,0
606694,,place,NN,0
606695,,in,IN,0
606696,,the,DT,0
606697,,halls,NNS,0
606698,,of,IN,0
606699,,legislation,NN,0
606700,,and,CC,0
606701,,pointed,VBD,0
606702,,with,IN,0
606703,,pride,NN,0
606704,,to,TO,0
606705,,his,PRP$,0
606706,,Unblotted,JJ,0
606707,,Escutcheon,NN,0
606708,,.,.,0
606709,34638.0,Seeing,VBG,0
606710,,what,WP,0
606711,,it,PRP,0
606712,,supposed,VBD,0
606713,,to,TO,0
606714,,be,VB,0
606715,,the,DT,0
606716,,finger,NN,0
606717,,of,IN,0
606718,,scorn,NN,0
606719,,pointed,VBD,0
606720,,at,IN,0
606721,,it,PRP,0
606722,,",",",",0
606723,,the,DT,0
606724,,Unblotted,JJ,0
606725,,Escutcheon,NN,0
606726,,turned,VBD,0
606727,,black,JJ,0
606728,,with,IN,0
606729,,rage,NN,0
606730,,.,.,0
606731,34639.0,Seeing,VBG,0
606732,,the,DT,0
606733,,Unblotted,JJ,0
606734,,Escutcheon,NN,0
606735,,turning,VBG,0
606736,,black,JJ,0
606737,,with,IN,0
606738,,what,WP,0
606739,,he,PRP,0
606740,,supposed,VBD,0
606741,,to,TO,0
606742,,be,VB,0
606743,,the,DT,0
606744,,record,NN,0
606745,,of,IN,0
606746,,his,PRP$,0
606747,,own,JJ,0
606748,,misdeeds,NNS,0
606749,,showing,VBG,0
606750,,through,IN,0
606751,,the,DT,0
606752,,whitewash,NN,0
606753,,",",",",0
606754,,the,DT,0
606755,,Orator,NN,0
606756,,fell,VBD,0
606757,,dead,NN,0
606758,,of,IN,0
606759,,mortification,NN,0
606760,,.,.,0
606761,34640.0,Seeing,VBG,0
606762,,the,DT,0
606763,,Orator,NN,0
606764,,fall,VB,0
606765,,dead,NN,0
606766,,of,IN,0
606767,,what,WP,0
606768,,they,PRP,0
606769,,supposed,VBD,0
606770,,to,TO,0
606771,,be,VB,0
606772,,atrophy,NN,0
606773,,of,IN,0
606774,,the,DT,0
606775,,organ,NN,0
606776,,of,IN,0
606777,,common-sense,NN,0
606778,,",",",",0
606779,,his,PRP$,0
606780,,colleagues,NNS,0
606781,,resolved,VBD,0
606782,,that,IN,0
606783,,whenever,WRB,0
606784,,they,PRP,0
606785,,should,MD,0
606786,,adjourn,VB,0
606787,,because,IN,0
606788,,they,PRP,0
606789,,were,VBD,0
606790,,tired,JJ,0
606791,,",",",",0
606792,,it,PRP,0
606793,,should,MD,0
606794,,be,VB,0
606795,,out,IN,0
606796,,of,IN,0
606797,,respect,NN,0
606798,,to,TO,0
606799,,the,DT,0
606800,,memory,NN,0
606801,,of,IN,0
606802,,him,PRP,0
606803,,who,WP,0
606804,,had,VBD,0
606805,,so,RB,0
606806,,frequently,RB,0
606807,,made,VBN,0
606808,,them,PRP,0
606809,,so,RB,0
606810,,.,.,0
606811,34641.0,U.S.,NNP,15
606812,,President,NNP,1
606813,,George,NNP,2
606814,,Bush,NNP,2
606815,,has,VBZ,0
606816,,commented,VBN,0
606817,,on,IN,0
606818,,his,PRP$,0
606819,,meeting,NN,0
606820,,this,DT,0
606821,,week,NN,0
606822,,with,IN,0
606823,,Iraqi,JJ,3
606824,,Prime,NNP,1
606825,,Minister,NNP,2
606826,,Nouri,NNP,2
606827,,al-Maliki,NNP,2
606828,,",",",",0
606829,,saying,VBG,0
606830,,Mr.,NNP,1
606831,,Maliki,NNP,2
606832,,made,VBD,0
606833,,it,PRP,0
606834,,clear,JJ,0
606835,,that,IN,0
606836,,the,DT,0
606837,,Iraqi,JJ,3
606838,,people,NNS,0
606839,,do,VBP,0
606840,,not,RB,0
606841,,want,VB,0
606842,,the,DT,0
606843,,country,NN,0
606844,,partitioned,VBN,0
606845,,.,.,0
606846,34642.0,Mr.,NNP,1
606847,,Bush,NNP,2
606848,,said,VBD,0
606849,,in,IN,0
606850,,his,PRP$,0
606851,,Saturday,NNP,13
606852,,radio,NN,0
606853,,address,NN,0
606854,,Saturday,NNP,13
606855,,that,IN,0
606856,,Mr.,NNP,1
606857,,Maliki,NNP,2
606858,,told,VBD,0
606859,,him,PRP,0
606860,,partitioning,VBG,0
606861,,the,DT,0
606862,,country,NN,0
606863,,would,MD,0
606864,,lead,VB,0
606865,,to,TO,0
606866,,more,RBR,0
606867,,sectarian,JJ,0
606868,,violence,NN,0
606869,,.,.,0
606870,34643.0,Mr.,NNP,1
606871,,Bush,NNP,2
606872,,said,VBD,0
606873,,the,DT,0
606874,,success,NN,0
606875,,of,IN,0
606876,,the,DT,0
606877,,Iraqi,JJ,3
606878,,government,NN,0
606879,,depends,VBZ,0
606880,,on,IN,0
606881,,the,DT,0
606882,,success,NN,0
606883,,of,IN,0
606884,,Iraqi,JJ,3
606885,,security,NN,0
606886,,forces,NNS,0
606887,,.,.,0
606888,34644.0,He,PRP,0
606889,,added,VBD,0
606890,,that,IN,0
606891,,he,PRP,0
606892,,and,CC,0
606893,,Mr.,NNP,1
606894,,Maliki,NNP,2
606895,,agree,VBP,0
606896,,that,IN,0
606897,,training,NN,0
606898,,of,IN,0
606899,,Iraqi,JJ,3
606900,,security,NN,0
606901,,forces,NNS,0
606902,,needs,VBZ,0
606903,,to,TO,0
606904,,be,VB,0
606905,,done,VBN,0
606906,,faster,RBR,0
606907,,and,CC,0
606908,,on,IN,0
606909,,a,DT,0
606910,,broader,JJR,0
606911,,scale,NN,0
606912,,.,.,0
606913,34645.0,President,NNP,1
606914,,Bush,NNP,2
606915,,said,VBD,0
606916,,he,PRP,0
606917,,recognizes,VBZ,0
606918,,that,IN,0
606919,,recent,JJ,0
606920,,violence,NN,0
606921,,in,IN,0
606922,,Iraq,NNP,7
606923,,has,VBZ,0
606924,,been,VBN,0
606925,,unsettling,JJ,0
606926,,.,.,0
606927,34647.0,Louisiana,NNP,7
606928,,'s,POS,0
606929,,governor,NN,0
606930,,has,VBZ,0
606931,,announced,VBN,0
606932,,a,DT,0
606933,,long-awaited,JJ,0
606934,,rebuilding,NN,0
606935,,proposal,NN,0
606936,,",",",",0
606937,,almost,RB,0
606938,,six,CD,0
606939,,months,NNS,0
606940,,after,IN,0
606941,,Hurricane,NNP,0
606942,,Katrina,NNP,0
